spid,sl3bedtime1,sl3bedtime2,sl3bedtime3,sl3morning1,sl3morning2,sl3morning3
10000474,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000475,,,,,,
10000478,12,0,1:00 AM,8,0,1:00 AM
10000481,,,,,,
10000482,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing
10000483,,,,,,
10000484,10,20,2:00 PM,6,0,1:00 AM
10000485,10,0,2:00 PM,7,30,1:00 AM
10000486,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000487,,,,,,
10000488,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000490,,,,,,
10000492,,,,,,
10000493,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing
10000494,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000497,10,0,2:00 PM,8,0,1:00 AM
10000498,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000499,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000500,,,,,,
10000501,,,,,,
10000504,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000505,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000507,,,,,,
10000508,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000509,,,,,,
10000511,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000512,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000513,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000514,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing
10000515,10,30,2:00 PM,9,0,1:00 AM
10000516,,,,,,
10000517,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000519,,,,,,
10000520,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000521,-8 DK,-1 Inapplicable,-1 Inapplicable,-8 DK,-1 Inapplicable,-1 Inapplicable
10000522,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000523,,,,,,
10000526,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000527,8,0,2:00 PM,7,0,1:00 AM
10000532,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing
10000533,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000538,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000540,1,0,1:00 AM,8,30,1:00 AM
10000541,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000544,,,,,,
10000545,,,,,,
10000546,,,,,,
10000548,,,,,,
10000549,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000550,95 NO USUAL TIME OR DIFFERENT FROM NIGHT TO NIGHT,-1 Inapplicable,-1 Inapplicable,6,59,1:00 AM
10000552,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000556,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000561,,,,,,
10000562,,,,,,
10000563,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000566,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000567,,,,,,
10000569,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000570,9,0,2:00 PM,6,0,1:00 AM
10000572,,,,,,
10000573,9,30,2:00 PM,9,30,1:00 AM
10000574,,,,,,
10000575,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000576,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000577,,,,,,
10000579,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000580,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000582,6,30,2:00 PM,7,0,1:00 AM
10000583,10,30,2:00 PM,7,0,1:00 AM
10000584,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000585,,,,,,
10000586,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000587,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000590,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000591,,,,,,
10000592,9,0,2:00 PM,6,30,1:00 AM
10000593,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000595,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000596,,,,,,
10000598,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000599,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000600,10,30,1:00 AM,6,0,1:00 AM
10000604,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000605,10,30,2:00 PM,7,0,1:00 AM
10000608,,,,,,
10000609,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000616,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000617,10,0,2:00 PM,7,0,1:00 AM
10000619,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000620,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000621,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000622,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000626,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000627,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000628,,,,,,
10000630,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000631,11,30,2:00 PM,11,30,1:00 AM
10000633,,,,,,
10000634,,,,,,
10000635,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000636,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000637,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000638,,,,,,
10000641,,,,,,
10000644,,,,,,
10000645,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000647,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000648,10,0,2:00 PM,6,30,1:00 AM
10000649,10,0,2:00 PM,8,0,1:00 AM
10000651,9,0,2:00 PM,6,0,1:00 AM
10000652,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing
10000656,,,,,,
10000657,10,0,2:00 PM,95 NO USUAL TIME OR DIFFERENT FROM DAY TO DAY,-1 Inapplicable,-1 Inapplicable
10000659,9,0,2:00 PM,2,0,1:00 AM
10000660,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000661,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000662,,,,,,
10000663,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000664,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000665,5,0,2:00 PM,7,0,1:00 AM
10000666,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000668,,,,,,
10000670,95 NO USUAL TIME OR DIFFERENT FROM NIGHT TO NIGHT,-1 Inapplicable,-1 Inapplicable,95 NO USUAL TIME OR DIFFERENT FROM DAY TO DAY,-1 Inapplicable,-1 Inapplicable
10000671,,,,,,
10000674,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000675,,,,,,
10000678,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000679,,,,,,
10000680,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000683,,,,,,
10000684,9,0,2:00 PM,4,0,1:00 AM
10000685,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000686,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000688,8,59,2:00 PM,7,59,1:00 AM
10000690,,,,,,
10000691,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000693,,,,,,
10000694,,,,,,
10000697,,,,,,
10000698,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing
10000700,11,0,2:00 PM,9,0,1:00 AM
10000702,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000703,,,,,,
10000704,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000705,,,,,,
10000706,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000707,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing
10000708,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000710,,,,,,
10000712,,,,,,
10000715,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000717,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000719,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000721,,,,,,
10000724,,,,,,
10000726,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000729,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000732,,,,,,
10000733,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000735,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000736,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000737,11,0,2:00 PM,9,0,1:00 AM
10000738,,,,,,
10000741,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000746,,,,,,
10000747,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000749,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000750,10,0,2:00 PM,7,30,1:00 AM
10000752,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000753,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000754,10,0,2:00 PM,5,0,1:00 AM
10000755,,,,,,
10000758,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000761,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing
10000763,,,,,,
10000764,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000765,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000766,,,,,,
10000767,95 NO USUAL TIME OR DIFFERENT FROM NIGHT TO NIGHT,-1 Inapplicable,-1 Inapplicable,5,0,1:00 AM
10000769,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000770,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000771,10,30,1:00 AM,1,30,1:00 AM
10000772,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000776,,,,,,
10000777,11,0,2:00 PM,4,0,1:00 AM
10000778,10,45,2:00 PM,6,0,1:00 AM
10000779,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000781,,,,,,
10000782,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000783,,,,,,
10000785,,,,,,
10000786,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000787,,,,,,
10000789,9,30,2:00 PM,6,30,1:00 AM
10000791,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing
10000792,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000793,10,0,2:00 PM,6,0,1:00 AM
10000795,,,,,,
10000796,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000797,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000798,10,30,2:00 PM,7,0,1:00 AM
10000799,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000800,-8 DK,-1 Inapplicable,-1 Inapplicable,-8 DK,-1 Inapplicable,-1 Inapplicable
10000802,,,,,,
10000803,,,,,,
10000804,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000807,11,30,2:00 PM,7,30,1:00 AM
10000808,,,,,,
10000809,,,,,,
10000811,12,0,1:00 AM,8,30,1:00 AM
10000812,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000813,,,,,,
10000814,,,,,,
10000817,11,0,2:00 PM,5,0,1:00 AM
10000821,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000822,12,0,1:00 AM,4,0,1:00 AM
10000823,,,,,,
10000824,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000826,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000827,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000829,11,0,2:00 PM,7,0,1:00 AM
10000832,,,,,,
10000833,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000834,11,0,2:00 PM,7,0,1:00 AM
10000835,,,,,,
10000836,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000837,11,11,2:00 PM,5,30,1:00 AM
10000840,,,,,,
10000842,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000843,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000844,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000845,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing
10000846,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing
10000847,11,0,2:00 PM,6,0,1:00 AM
10000850,,,,,,
10000851,,,,,,
10000852,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000854,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000855,,,,,,
10000856,,,,,,
10000857,,,,,,
10000858,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000861,,,,,,
10000864,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000865,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000866,9,0,2:00 PM,6,0,1:00 AM
10000867,,,,,,
10000868,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000870,11,0,2:00 PM,6,0,1:00 AM
10000871,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000873,-8 DK,-1 Inapplicable,-1 Inapplicable,-8 DK,-1 Inapplicable,-1 Inapplicable
10000874,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000876,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000878,,,,,,
10000880,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000881,2,0,2:00 PM,10,0,1:00 AM
10000883,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000885,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000886,,,,,,
10000889,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000891,,,,,,
10000895,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000898,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000899,12,0,2:00 PM,7,30,1:00 AM
10000900,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000901,10,30,2:00 PM,7,30,1:00 AM
10000902,,,,,,
10000903,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000906,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000907,9,0,2:00 PM,5,30,1:00 AM
10000909,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000910,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000913,,,,,,
10000915,,,,,,
10000916,,,,,,
10000919,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000920,12,0,1:00 AM,8,30,1:00 AM
10000921,,,,,,
10000923,12,0,1:00 AM,8,0,1:00 AM
10000924,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000925,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000926,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000928,9,0,2:00 PM,8,0,1:00 AM
10000931,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000933,10,0,2:00 PM,7,0,1:00 AM
10000934,1,30,1:00 AM,8,30,1:00 AM
10000935,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing,-9 Missing
10000937,,,,,,
10000938,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000939,-8 DK,-1 Inapplicable,-1 Inapplicable,-8 DK,-1 Inapplicable,-1 Inapplicable
10000940,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000942,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000943,,,,,,
10000946,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000948,,,,,,
10000949,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000950,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000951,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000953,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000955,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000957,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000958,,,,,,
10000959,,,,,,
10000960,10,0,2:00 PM,7,0,1:00 AM
10000964,,,,,,
10000965,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000966,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000968,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000969,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000970,,,,,,
10000971,,,,,,
10000972,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000973,,,,,,
10000975,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000976,10,0,2:00 PM,9,0,1:00 AM
10000979,,,,,,
10000981,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000982,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000983,10,0,2:00 PM,5,0,1:00 AM
10000985,11,0,2:00 PM,7,0,1:00 AM
10000986,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000987,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000989,10,30,2:00 PM,7,30,1:00 AM
10000990,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000991,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000993,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000996,,,,,,
10000997,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10000999,95 NO USUAL TIME OR DIFFERENT FROM NIGHT TO NIGHT,-1 Inapplicable,-1 Inapplicable,3,45,1:00 AM
10001000,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10001001,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10001003,,,,,,
10001006,8,0,2:00 PM,6,0,1:00 AM
10001009,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10001010,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10001011,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10001012,9,0,2:00 PM,5,0,1:00 AM
10001014,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable,-1 Inapplicable
10001015,10,30,2:00 PM,9,0,1:00 AM
